PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Created Date,Updated Date
The Supergirl Studio,"['Brunngartenstraße 5a', ' 85221 Dachau']",85221,Dachau,Brunngartenstraße 5a,"['Übersicht', 'Klassen', 'Preise', 'Team']","Trainiere mit uns im “THE SUPERGIRL STUDIO” in Dachau.
Wir bieten Pole Fitness/Poledance, Heels Pole sowie Aerial Hoop, Aerial Silks und Stretching Kurse für Erwachsene an.
In unseren Kursen kannst Du Deinen gesamten Körper, also Bauch & Rücken, Beine, Po und Arme an der Stange in Form bringen. Hierzu brauchst Du in unseren Pole Virgins bzw. Aerial Basic Kursen keine Vorkenntnisse. Einfach anmelden und ausprobieren.
Alle Altersstufen sowie Geschlechter sind bei uns herzlich willkommen und können je nach Niveau an Anfängerkursen (Virgins/Basic) oder bei den Fortgeschrittenen Kursen (Intermediate und/oder Advanced) sowie mixed level Kursen mitmachen.
Kinder können sich im “Pole Fitness Kids” austoben und in ausgewählten Aerial Stunden durch die Lüfte fliegen.
Das Studio ist dank der großen Fenster sehr hell und wirkt sehr einladend.
Durch die hohen Decken sind uns nach oben (fast) keine Grenzen gesetzt und Du kannst bei uns richtig hoch hinaus...", supergirl@poledance-dachau.de,http://www.poledance-dachau.de,+4915758721177,https://www.eversports.de/s/the-supergirl-studio,"['Power Pole', 'Polesport', 'Poledance', 'Online Klasse', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Online Klasse', '100 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Studio 1', 'Studio 2', 'Heels', 'Dehnung/Flexibilität', 'Exotic', 'Stärkung/Flexibilität']",2 Angebote für Neukund:innen,2024-02-17 18:42:16,2024-02-17 18:42:16
Studio AERIS,"['Westerkade 10 ', ' 3511 HA Utrecht']",3511,HA,Westerkade 10,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Studio AERIS offers a boutique fitness experience with pole, aerial and dance classes. Feel free to join a pole technique class, exotic pole, aerial hoop, aerial hammock, twerk and more.The studio is located at the Westerkade 10, close to the Utrecht city centre and Vaartsche Rijn station.Classes for Everybody - Professional Instructors - Top Rated on GoogleRead more on www.studio-aeris.com", info@studio-aeris.com,http://www.studio-aeris.com,+31 621446117,https://www.eversports.de/s/studio-aeris,"['Poledance', 'Tanzen', 'Poledance', 'Power Pole', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', '42 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Physiotherapie', 'Power Pole', 'Floorwork', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Twerken']",2 Angebote für Neukund:innen,2024-02-17 18:42:28,2024-02-17 18:42:28
POLEDANCE NRW,"['Rethelstraße 28 Hof', ' 40237 Düsseldorf']",40237,Düsseldorf,Rethelstraße 28 Hof,"['Übersicht', 'Videos', 'Preise']","Unser über 500 Quadratmeter großes Studio mit zwei Trainingsräumen bietet beste Trainingsvoraussetzungen speziell für Pole Dance und weitere Sportarten wie Tanz, Yoga oder Pilates.
Große Fensterfronten fangen tagsüber den Sonnenschein ein, abends erzeugt die indirekte Beleuchtung ein angenehmes Licht während die Fußbodenheizung an kalten Tagen für die optimale Wohlfühl-Temperatur sorgt.
Der weite Abstand zwischen den Stangen lässt genug Bewegungsfreiheit zu, so dass Du Deinen gesamtem Bewegungsradius nutzen kannst, die große Spiegelfläche gibt Dir visuell direktes Feedback über Deine Bewegungsausführungen, was Deine Trainings-Fortschritte noch mehr fördert indem es den Lernprozess beschleunigt!", office@poledance.nrw,https://www.poledance.nrw,+49 1721010400,https://www.eversports.de/s/poledance-nrw,"['43 Rezensionen', 'Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', 'Rückenfit', 'Personal Training', 'Acroyoga', 'Faszientraining', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Lapdance', 'Chairdance', 'Vinyasa Yoga', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport', 'Bauch, Beine, Po', 'Cardio', 'Bachata', 'Heels', 'Bodyfit', 'Rückengymnastik', 'Entspannung', 'Body Toning', 'Bachata Romantica', 'Bachata Dominicana', 'Workout', 'Budokon Yoga', 'Dehnung/Flexibilität', 'Twerken', 'House Dance', 'Dehnbarkeit und Beweglichkeit', 'Exotic', 'Rückenyoga', 'Luftartistik', 'Luftring', 'RehaAerialYoga', 'Aerial Hammock']",,2024-02-17 18:42:32,2024-02-17 18:42:32
Aerial Studio,"['Mississippidreef 2 ', ' 3565 CG Utrecht']",3565,CG,Mississippidreef 2,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", info@aerial-studio.nl,https://www.aerial-studio.nl,+31 648539599,https://www.eversports.de/s/aerial-studio,"['Poledance', 'Aerial Yoga', 'Poledance', 'Dehnung/Flexibilität', 'Aerial Dance', 'Aerial Silk', 'Poledance', '17 Rezensionen', 'Poledance', 'Aerial Yoga', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Sport für Schwangere', 'Burlesque', 'Workout', 'Dehnung/Flexibilität', 'Exotic', 'Contemporary Dance', 'Pole Contempo']",1 Angebot für Neukund:innen,2024-02-17 18:42:36,2024-02-17 18:42:36
Pole and Move Mannheim,"['Edisonstraße 20 ', ' 68309 Mannheim']",68309,Mannheim,Edisonstraße 20,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Willkommen bei Pole and Move. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/pole-and-move-mannheim,"['Fitness', 'Tanzen', 'Poledance', 'Poledance', 'Power Pole', 'Power Pole', 'Stretching', 'Fitness', 'Poledance', '46 Rezensionen', 'Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', 'Stretching', 'Handstand', 'Lapdance', 'Chairdance', 'Aerial Hoop', 'Polesport', 'Burlesque', 'Twerken', 'Pole Contempo', 'Pole handstand', 'Sling']",2 Angebote für Neukund:innen,2024-02-17 18:42:41,2024-02-17 18:42:41
Infinity Polesports Eggenfelden,"['Landshuter Straße 65', ' 84307 Eggenfelden']",84307,Eggenfelden,Landshuter Straße 65,['Übersicht'],"Infinity Polesports Eggenfelden ist das erste Sportstudio für Poledance in Eggenfelden beziehungsweise im Landkreis Altötting. Es gibt zwei Studios, eines in Burgkirchen und das zweite in Eggenfelden. Du kannst in den neuen und top-ausgestatteten Studios verschiedene Kurse buchen, vom Einsteigerkurs bis zum Profikurs, aber auch Exotic Pole für sexy Moves oder Pole + für ein besonders intensives Training werden angeboten.", info@infinity-polesports.de,https://www.infinity-polesports.de,+431721642077,https://www.eversports.de/s/infinity-polesports-eggenfelden,"['11 Rezensionen', 'Poledance']",1 Angebot für Neukund:innen,2024-02-17 18:42:59,2024-02-17 18:42:59
POLE LOFT,"['Daimlerstraße 8 ', ' 91301 Forchheim']",91301,Forchheim,Daimlerstraße 8,"['Übersicht', 'Klassen', 'Preise', 'Team']",Dein einzigartiges Poledancestudio in Forchheim. Poledance & Aerial Hoop Kurse in einer Wohlfühlatmosphärel., info@poleloft-fo.de,http://www.poleloft-fo.de,,https://www.eversports.de/s/pole-loft,"['Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Poledance', 'Tanzen', 'Tanzen', 'Poledance', '28 Rezensionen', 'Tanzen', 'Poledance', 'Aerial Silk', 'Aerial Hoop', 'Polesport', 'Dehnung/Flexibilität', 'Flying Pole']",1 Angebot für Neukund:innen,2024-02-17 18:43:03,2024-02-17 18:43:03
Pura Studio,"['Schaufenberger Straße 61 ', ' 52477 Alsdorf']",52477,Alsdorf,Schaufenberger Straße 61,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Pura ist ein Yoga , Stretching , Poledance und Aerial Hoop Studio in Alsdorf.Wir bieten unsere Kurse unter professioneller Anleitung an.Ob Probestunden,Einzeltickets,10er Karten, Abos, Privatstunden, Workshops, Pole Parties, Junggesellinnen Abschiede oder Fotoshootings, wir haben für jeden das richtige Angebot.Wir bieten ein modernes und attraktives Studio mit zwei Kursräumen und auch für das passende Equipment der jeweiligen Kurse ist gesorgt.Du brauchst also nichts weiter als vorbei zu kommen und dich von unserer Leidenschaft anstecken zu lassen.Wir sind überzeugt, dass du durch das Training in unserem Studio ein erhöhtes Selbstbewusstsein, eine verbesserte körperliche Fitness und eine größere mentale Stärke erreichen wirst.", info@pura-studio.de,http://www.pura-studio.de,+49 1772836563,https://www.eversports.de/s/pura-studio,"['Yoga', 'Poledance', 'Yoga', 'Poledance', 'Yoga', 'Poledance', 'Stretching', 'Yoga', 'Poledance', 'Stretching', '79 Rezensionen', 'Yoga', 'Poledance', 'Stretching', 'Aerial Hoop']",1 Angebot für Neukund:innen,2024-02-17 18:43:08,2024-02-17 18:43:08
OLD Kaifu-Lodge,"['Bundesstraße 107', ' 20144 Hamburg']",20144,Hamburg,Bundesstraße 107,['Übersicht'],"In der Kaifu-Lodge werden Kurse zu den Themen Kraftsport, Cadio, Schwimmen, Squash, Athletik, Eltern/Kind- und Outdoorsport angeboten. Die Sportanlage befindet sich im Herzen von Eimsbüttel und ist nicht weit von den Bushaltestellen  ""Christuskirche"", ""Kaiser-Friedrich Ufer"" und ""Schlump"" entfernt. Parkplätze sowie ein Parkhaus befinden sich in unmittelbarer Nähe. Das Studio verfügt über 3000 qm² Fitnessfläche, sowie den größten Yoga & Pilatesbereich in Hamburg.  Zudem gibt es je einen Pool im Innen- und Außenbereich und eine Gastronomie.", info@kaifu-lodge.de,http://www.kaifu-lodge.de,+49 40 401281,https://www.eversports.de/s/kaifu-lodge,"['(Noch keine Bewertungen)', 'Fitness', 'Squash']",,2024-02-17 18:43:20,2024-02-17 18:43:20
Vertical - Pole Aerial Dance,"['Mühlstraße 100 ', ' 63741 Aschaffenburg']",63741,Aschaffenburg,Mühlstraße 100,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", info@vertical-ab.de,https://www.vertical-ab.de/,0157 38823454,https://www.eversports.de/s/vertical-pole-aerial-dance-1,"['Poledance', 'Yoga', 'Poledance', 'Poledance', 'Poledance', 'Tanz-Fitness', 'Yoga', 'Poledance', '28 Rezensionen', 'Yoga', 'Poledance', 'Floorwork', 'Aerial Akrobatik', 'Tanz', 'Tanz-Fitness', 'Twerken', 'Stärkung/Flexibilität']",1 Angebot für Neukund:innen,2024-02-17 18:43:26,2024-02-17 18:43:26
PoleworkX,"['Schleißheimer Straße 523', ' 80933 München']",80933,München,Schleißheimer Straße 523,['Übersicht'],"Komme ins PoleworkX München für Poledancetraining mit professionellen Training. Hier kannst du deinen Körper fit halten, an deinen Fähigkeiten arbeiten und deine persönlichen Trainingsziele erreichen! Trainiere in einer angenehmen Atmosphäre und absolviere schweißtreibende Trainingseinheiten im PoleworkX. Gemeinsam mit Gleichgesinnten kannst du hier Poledance Workshops und Kurse belegen oder individuell an deine Poledancefähigkeiten trainieren.", info@poleworkx.de,,+49 1520 8865607,https://www.eversports.de/s/poleworkx,"['(Noch keine Bewertungen)', 'Poledance']",,2024-02-17 18:43:33,2024-02-17 18:43:33
Poleaddict,"['Wettinstraße 1 ', ' 04758 Oschatz']",04758,Oschatz,Wettinstraße 1,['Übersicht'],"In unseren großräumigen Studio mit 8 Competitionpoles bieten wir Anfänger-Mittelstufenpoledancekurse , Fit for Pole Kurse, Flexibility und Rent your Pole... ihr lernt Alles, was für ein gesunden Trainingsaufbau & den Grundstein für ein eigenes, selbstbestimmtes Training wichtig sind. Außerdem bieten wir Zumba und StrongNation Bodyweight Kurse.", info@bs-kosmetikstudio.de,,+49 17621201129,https://www.eversports.de/s/poleaddict,"['(Noch keine Bewertungen)', 'Poledance']",2 Angebote für Neukund:innen,2024-02-17 18:43:35,2024-02-17 18:43:35
Tanzteufel,"['Karl-Friedrich-Straße 76 ', ' 79312 Emmendingen']",79312,Emmendingen,Karl-Friedrich-Straße 76,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","In den beiden großen und offenen Studios in Emmendingen und Denzlingen, nur wenige Kilometer nördlich von Freiburg, unterrichten zertifizierte und qualifizierte Trainerinnen Poledance, Polefitness, Chair Dance und Aerial Hoop (ein an der Decke befestigter Metall-Ring).Für die Poledance-Kurse stehen acht hochwertige Poles für die Kursteilnehmer zur Verfügung, jeder trainiert alleine an einer Stange. Zudem gibt es eine zusätzliche Trainerstange.Der Wohlfühlfaktor spielt bei Tanzteufel eine sehr große Rolle. Auch kommt es nicht auf das Alter, Gewicht und Aussehen an; viel wichtiger ist es, Spaß an der Sache zu haben, ohne jeglichen Erfolgsdruck.Beim Poledance/Polefitness trainiert man den ganzen Körper, denn es fördert den Kraftaufbau, die Ausdauer, Körperbeherrschung und Flexibilität. Ein solches Zusammenspiel findet man in kaum einer anderen Sportart, was das Poledance zu etwas ganz Besonderem macht.", info@tanzteufel-poledance.com,http://www.tanzteufel-poledance.com,+49 162 7817549,https://www.eversports.de/s/tanzteufel,"['Poledance', 'Power Pole', 'Poledance', 'Poledance', 'Aerial Hoop', 'Poledance', 'Power Pole', 'Poledance', '38 Rezensionen', 'Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Polesport']",1 Angebot für Neukund:innen,2024-02-17 18:43:39,2024-02-17 18:43:39
Pole Plus,"['Ulmer Straße 152 ', ' 86156 Augsburg']",86156,Augsburg,Ulmer Straße 152,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Pole-Dance ist so viel mehr als ein Tanz an der Stange.Ursprünglich kommt Pole-Dance aus dem chinesischen Zirkus und wurde nur von Männern ausgeübt, der akrobatische Aspekt ist demnach definitiv nicht zu vernachlässigen.Wir möchten dir im Pole Plus zeigen, was die absolute Trendsportart alles zu bieten hat.Denn genau wegen seiner Vielseitigkeit erfreut sich der Pole-Sport so einer großen Beliebtheit und fasziniert einfach jeden.Das Training setzt sich zusammen aus einem Aufwärm-Programm, dem Pole-Training und einem Cool-Down.Wir trainieren verschiedene Figuren, Posen, Kombinationen, akrobatische Elemente und auch Choreografien.Du benötigst für unsere Anfängerkurse keinerlei Vorkenntnisse und auch kein spezielles Fitness-Level.Wir freuen uns auf dich!", info@pole-plus.com,http://www.pole-plus.com,+49 15776626728,https://www.eversports.de/s/pole-plus,"['Poledance', 'Poledance', '9 Rezensionen', 'Poledance', 'Stretching', 'Online Klasse']",1 Angebot für Neukund:innen,2024-02-17 18:43:49,2024-02-17 18:43:49
pure body concepts,"['Zugspitzstr. 46a ', ' 85591 Vaterstetten']",85591,Vaterstetten,Zugspitzstr. 46a,"['Übersicht', 'Klassen', 'Videos', 'Preise', 'Team']","Wir sind ein kleines, sehr persönliches Studio mit einer großen Auswahl an Kursangeboten :-) Immer auf dem neuesten Stand: Im Moment ganz neu: Zumba, maxxF und Pilates", info@purebodyconcepts.de,http://www.pure-body-concepts.de,015781033767,https://www.eversports.de/s/pure-body-concepts-1,"['DEEPWORK', 'BODYART', 'Kids Boxing', 'Kickboxen', 'DEEPWORK', 'Barre', 'TRX® Suspension Training', 'Yoga', '37 Rezensionen', 'Pilates', 'Yoga', 'Zumba', 'Hip Hop', 'Poledance', 'Kickboxen', 'Barre-Training', 'Kindergeburtstag', 'TRX®', 'Faszientraining', 'Raumvermietung', 'TRX® Suspension Training', 'Mutter und Kind', 'Bauch, Beine, Po', 'Kindertanz', 'DEEPWORK', 'Core', 'Rückengymnastik', 'BODYART', 'Gesichtsyoga', 'Kindertraining', 'Dehnbarkeit und Beweglichkeit', 'Kids Boxing', 'Probetraining', 'Best Ager Fitness', 'Barre', 'Intervalltraining', 'maxxF']",Zum Stundenplan,2024-02-17 18:43:56,2024-02-17 18:43:56
Pure Motion Kiel,"['Eichkamp 1 ', ' 24116 Kiel']",24116,Kiel,Eichkamp 1,"['Übersicht', 'Klassen', 'Kurse', 'Workshops', 'Preise', 'Team']","Das Pure Motion Kiel findest du in Eichkamp 1 , 24116 Kiel und hat für dich Montag bis Sonntag geöffnet. Neben Yoga und Tanz ist das Studio vor allem auf Pole Dance und Aerial Akrobatik spezialisiert. Kurse werden auch für Männer angeboten!
Hast du also Spaß an rhythmischer Bewegung und willst etwas für deinen Körper tun dann komm vorbei ins Pure Motion Kiel und  hab Spaß mit den anderen.", info@puremotion-kiel.de,https://puremotion-kiel.de,+4943138585048,https://www.eversports.de/s/pure-motion-kiel,"['Tanzen', 'Yoga', 'Tanzen', 'Poledance', 'Poledance', 'Tanzen', 'Yoga', 'Tanzen', 'Yoga', '78 Rezensionen', 'Tanzen', 'Yoga', 'Poledance', 'Stretching', 'Aerial Akrobatik', 'Online Klasse']",Zum Stundenplan,2024-02-17 18:44:01,2024-02-17 18:44:01
DUNYA Pole Dance School,"['Kesselsesteenweg 6 ', ' 2500 Lier']",2500,Lier,Kesselsesteenweg 6,"['Übersicht', 'Klassen', 'Team']","De enige paaldansschool in de ruime omgeving van Lier! Join the Pole Family! Hier kan je terecht voor lessen paaldans waar je spins & tricks leert, alsook voor lessen Exotic Heels, waar je een choreo aan de paal leert, zonder acro. Tot snel!", dunyasangels@gmail.com,https://www.pddunya.be/,,https://www.eversports.de/s/dunya-pole-dance-school,"['Poledance', 'Poledance', 'Poledance', 'Poledance', 'Tanz', '36 Rezensionen', 'Poledance', 'Ballett', 'Tanz', 'Twerken']",Zum Stundenplan,2024-02-17 18:44:07,2024-02-17 18:44:07
Pole Flow Berlin,"['Ziegrastraße 11', ' 12057 Berlin']",12057,Berlin,Ziegrastraße 11,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", poleflowberlin@gmail.com,,+49 1575 4279867,https://www.eversports.de/s/pole-flow-berlin,"['(Noch keine Bewertungen)', 'Poledance']",,2024-02-17 18:44:11,2024-02-17 18:44:11
Dance & Pole Langenfeld,"['Kölner Straße 16 ', ' 40764 Langenfeld (Rheinland)']",40764,Langenfeld,Kölner Straße 16,"['Übersicht', 'Klassen', 'Preise', 'Team']","Wir sind ein kleines, sehr persönliches Studio mit einer großen Auswahl an Kursangeboten.Dance & Pole in Langenfeld ist ein Studio, in dem Tanz und Leidenschaft mit der Stange eins werden.Das Angebot ist umfangreich, komm einfach mal vorbei und lass dich von uns inspirieren.", info@danceandpole.de,https://www.danceandpole.de/,+49 1741929037,https://www.eversports.de/s/dance-and-pole-langenfeld,"['Poledance', 'Poledance', 'Poledance', 'Polesport', 'Poledance', 'Poledance', '3 Rezensionen', 'Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', 'Polesport', 'Dehnung/Flexibilität', 'Exotic']",Zum Stundenplan,2024-02-17 18:44:14,2024-02-17 18:44:14
FEEL GOOD FACTORY: Pole • Stretch • Fly,"['Holsteinischer Kamp 37 ', ' 22081 Hamburg']",22081,Hamburg,Holsteinischer Kamp 37,"['Übersicht', 'Klassen', 'Kurse', 'Events', 'Videos', 'Preise', 'Team']","Die FEEL GOOD FACTORY ist ein Tanzstudio mit dem Schwerpunkt auf Pole Dance, Exotic Pole und Flexibility Training. Es ist aus dem Bedürfnis heraus entstanden, unserer Lieblingsbeschäftigung nachzugehen und der Freude daran, sie mit Gleichgesinnten zu teilen. Unser kompetentes Team, zwei lichtdurchflutete Studios mit 3,15 m hohen Decken und professionelles Equipment schaffen die ideale Trainings-Location im Herzen Hamburgs, um Dich aus dem turbulenten Alltag zu holen.Dank des stufenweise aufgebauten Lehrplans kannst du ohne jegliche Vorkenntnisse einsteigen.", team@feelgoodfactory-hamburg.de,http://www.feelgoodfactory-hamburg.de,,https://www.eversports.de/s/feel-good-factory-pole-stretch-fly,"['Poledance', 'Aerial Dance', 'Poledance', 'Aerial Dance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', 'Tanzen', 'Poledance', '15 Rezensionen', 'Tanzen', 'Poledance', 'Flexibles Training', 'Bodywork', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Lapdance', 'Chairdance', 'Aerial Dance', 'Polesport', 'Mobility', 'Dehnung/Flexibilität', 'Dehnbarkeit und Beweglichkeit', 'Ballett-Fitness', 'Stretch Flow', 'Strip Plastic', 'Stärkung/Flexibilität', 'Pole Contempo', 'Pole handstand']",Zum Stundenplan,2024-02-17 18:44:19,2024-02-17 18:44:19
